ID_Full	ID	Haplotype	Source_Identifier	original_locus	physical_locus	retained_alignment_candidates_at_original_slot	partition	reason	admitted_alignment	admitted_record
HG02630_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02630	mat	HG02630#2#JAHAOP020000004.1:76994507-76996926	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02630_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02630	pat	HG02630#1#JAHAOQ020000016.1:4627314-4629733	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02647_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02647	mat	HG02647#2#JBHDSQ010000038.1:75969323-75971742	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02647_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02647	pat	HG02647#1#JBHDSP010000007.1:76004925-76007344	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02666_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG02666	h1	HG02666#1#haplotype1-0000017#0:17720532-17753939	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02666_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG02666	h2	HG02666#2#haplotype2-0000076#0:17745475-17778921	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02668_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02668	mat	HG02668#2#JBHIID010000013.1:79281933-79284352	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02668_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02668	pat	HG02668#1#JBHIIC010000006.1:73470735-73473154	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02698_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02698	mat	HG02698#2#JBHDTM010000044.1:66964862-66967281	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02698_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02698	pat	HG02698#1#JBHDTL010000004.1:66094979-66097398	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02717_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02717	mat	HG02717#2#JAHAOR020000014.1:72544820-72547239	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02717_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02717	pat	HG02717#1#JAHAOS020000001.1:73795442-73797861	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02723_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02723	mat	HG02723#2#JAHEOT020000041.1:65364121-65366540	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02723_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02723	pat	HG02723#1#JAHEOU020000008.1:68766819-68769238	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02735_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02735	mat	HG02735#2#JBHIIJ010000010.1:71937648-71940067	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02735_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02735	pat	HG02735#1#JBHIII010000064.1:73515353-73517772	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02738_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02738	mat	HG02738#2#JBJXQK010000037.1:74568447-74570866	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02738_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02738	pat	HG02738#1#JBJXQJ010000010.1:73979625-73982044	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02769_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG02769	h1	HG02769#1#haplotype1-0000036#0:17810704-17844139	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02769_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG02769	h2	HG02769#2#haplotype2-0000212#0:7770491-7803918	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02809_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02809	mat	HG02809#2#JBHIGP010000012.1:75631935-75634354	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02809_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02809	pat	HG02809#1#JBHIGO010000011.1:73160981-73163400	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02818_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02818	mat	HG02818#2#JAHEOR020000010.1:74746177-74748597	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02818_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02818	pat	HG02818#1#JAHEOS020000009.1:73465795-73468214	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02841_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02841	mat	HG02841#2#JBJKOH010000004.1:71820219-71822638	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02841_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02841	pat	HG02841#1#JBJKOG010000009.1:73966336-73968755	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02886_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02886	mat	HG02886#2#JAHAOT020000011.1:72445542-72447961	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02886_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02886	pat	HG02886#1#JAHAOU020000007.1:65166980-65169399	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02922_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG02922	h1	HG02922#1#CM087005.1:78728652-78731071	15q25.2	15q25.2	1	admitted	unique_original_catalog_slot	15q25.2_carrier_kcon.aln.fa	HG02922_hap1
HG02922_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG02922	h2	HG02922#2#JBHDVP010000009.1:79853102-79855521	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02953_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG02953	h1	HG02953#1#haplotype1-0000048#0:80614779-80648216	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02953_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG02953	h2	HG02953#2#haplotype2-0000163#0:79635897-79669328	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02965_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG02965	h1	HG02965#1#JBHDWQ010000002.1:76401439-76403859	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02965_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG02965	h2	HG02965#2#CM087396.1:78530592-78533011	15q25.2	15q25.2	1	admitted	unique_original_catalog_slot	15q25.2_carrier_kcon.aln.fa	HG02965_hap2
HG02976_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG02976	h1	HG02976#1#JBHDVW010000009.1:74233431-74235850	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02976_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG02976	h2	HG02976#2#JBHDVX010000006.1:75389879-75392298	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02984_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02984	mat	HG02984#2#CM098811.1:78799497-78801917	15q25.2	15q25.2	1	admitted	unique_original_catalog_slot	15q25.2_carrier_kcon.aln.fa	HG02984_mat
HG02984_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG02984	pat	HG02984#1#JBJKOM010000002.1:72925036-72927454	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03009_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03009	h1	HG03009#1#haplotype1-0000002#0:17736508-17769956	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03009_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03009	h2	HG03009#2#haplotype2-0000080#0:17718530-17751968	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03017_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03017	mat	HG03017#2#JBHIIF010000008.1:76885234-76887653	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03017_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03017	pat	HG03017#1#JBHIIE010000006.1:77962695-77965114	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03041_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03041	mat	HG03041#2#JBHIHR010000033.1:77474252-77476671	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03041_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03041	pat	HG03041#1#JBHIHQ010000008.1:77315448-77317867	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03050_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03050	mat	HG03050#2#JBJKOL010000005.1:79501835-79504254	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03050_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03050	pat	HG03050#1#JBJKOK010000008.1:73355668-73358087	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03065_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03065	h1	HG03065#1#haplotype1-0000014#0:17702459-17735906	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03065_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03065	h2	HG03065#2#haplotype2-0000057#0:7189046-7222473	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03098_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03098	mat	HG03098#2#JAHEPL020000008.1:81698545-81700964	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03098_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03098	pat	HG03098#1#JAHEPM020000003.1:73891531-73893950	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03130_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG03130	h1	HG03130#1#JBHDWI010000014.1:73646121-73648540	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03130_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG03130	h2	HG03130#2#JBHDWJ010000001.1:79069287-79071706	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03139_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG03139	h1	HG03139#1#JBIEBX010000012.1:72847797-72850216	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03139_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG03139	h2	HG03139#2#JBIEBY010000011.1:74885271-74887690	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03195_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG03195	h1	HG03195#1#CM087064.1:77062767-77065186	15q25.2	15q25.2	1	admitted	unique_original_catalog_slot	15q25.2_carrier_kcon.aln.fa	HG03195_hap1
HG03195_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG03195	h2	HG03195#2#CM087092.1:78187777-78190197	15q25.2	15q25.2	1	admitted	unique_original_catalog_slot	15q25.2_carrier_kcon.aln.fa	HG03195_hap2
HG03209_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG03209	h1	HG03209#1#CM087220.1:81976397-81978816	15q25.2	15q25.2	1	admitted	unique_original_catalog_slot	15q25.2_carrier_kcon.aln.fa	HG03209_hap1
HG03209_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG03209	h2	HG03209#2#JBHDWH010000001.1:77223583-77226002	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03225_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG03225	h1	HG03225#1#JBHIIG010000006.1:71864191-71866610	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03225_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG03225	h2	HG03225#2#JBHIIH010000007.1:66814093-66816512	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03239_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03239	mat	HG03239#2#JBHIHT010000004.1:76414429-76416848	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03239_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03239	pat	HG03239#1#JBHIHS010000002.1:76036360-76038779	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03248_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03248	h1	HG03248#1#haplotype1-0000002#0:74719887-74753319	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03248_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03248	h2	HG03248#2#haplotype2-0000157#0:73528154-73561586	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03270_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG03270	h1	HG03270#1#JBHIKC010000050.1:76633014-76635434	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03270_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG03270	h2	HG03270#2#CM089919.1:80399807-80402226	15q25.2	15q25.2	1	admitted	unique_original_catalog_slot	15q25.2_carrier_kcon.aln.fa	HG03270_hap2
HG03369_hap1_hprc_r2_v1.0.1_HML-2_15q25.2	HG03369	h1	HG03369#1#JBIREB010000009.1:77783784-77786203	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03369_hap2_hprc_r2_v1.0.1_HML-2_15q25.2	HG03369	h2	HG03369#2#JBIREC010000008.1:72597283-72599702	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03371_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03371	h1	HG03371#1#haplotype1-0000002#0:78442707-78476117	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03371_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1908	HG03371	h2	HG03371#2#haplotype2-0000063#0:17580906-17614333	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03452_h1_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03452	h1	HG03452#1#haplotype1-0000014#0:17657524-17690968	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03452_h2_HML-2_15q25.2_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_1912	HG03452	h2	HG03452#2#haplotype2-0000113#0:17722771-17756210	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03453_mat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03453	mat	HG03453#2#JAGYVV020000077.1:76874381-76876800	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG03453_pat_hprc_r2_v1.0.1_HML-2_15q25.2	HG03453	pat	HG03453#1#JAGYVW020000013.1:79849364-79851782	15q25.2	15q25.2	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
