window	group	locus_a	locus_b	jointly_called_bases	substitutions	p_distance
B2	Type II other	1p36.21b	8p23.1e	904	117	0.12942477876106195
B2	Type II other	1p36.21c	3p12.3	969	114	0.11764705882352941
B2	Type II other	1p36.21c	4p16.1a	969	114	0.11764705882352941
B2	Type II other	1p36.21c	4p16.1b	977	119	0.1218014329580348
B2	Type II other	1p36.21c	4p16.3c	977	117	0.11975435005117707
B2	Type II other	1p36.21c	5q33.2	977	94	0.09621289662231321
B2	Type II other	1p36.21c	6p21.1	973	99	0.10174717368961973
B2	Type II other	1p36.21c	8p23.1b	905	111	0.12265193370165746
B2	Type II other	1p36.21c	8p23.1c	897	110	0.12263099219620958
B2	Type II other	1p36.21c	8p23.1d	905	110	0.12154696132596685
B2	Type II other	1p36.21c	8p23.1e	905	110	0.12154696132596685
B2	Type II other	3p12.3	4p16.1a	975	55	0.05641025641025641
B2	Type II other	3p12.3	4p16.1b	978	59	0.06032719836400818
B2	Type II other	3p12.3	4p16.3c	970	59	0.060824742268041236
B2	Type II other	3p12.3	5q33.2	969	72	0.07430340557275542
B2	Type II other	3p12.3	6p21.1	973	102	0.10483042137718397
B2	Type II other	3p12.3	8p23.1b	905	61	0.06740331491712707
B2	Type II other	3p12.3	8p23.1c	905	59	0.06519337016574586
B2	Type II other	3p12.3	8p23.1d	905	58	0.06408839779005525
B2	Type II other	3p12.3	8p23.1e	905	58	0.06408839779005525
B2	Type II other	4p16.1a	4p16.1b	976	50	0.05122950819672131
B2	Type II other	4p16.1a	4p16.3c	970	44	0.04536082474226804
B2	Type II other	4p16.1a	5q33.2	969	66	0.06811145510835913
B2	Type II other	4p16.1a	6p21.1	971	102	0.10504634397528322
B2	Type II other	4p16.1a	8p23.1b	904	34	0.03761061946902655
B2	Type II other	4p16.1a	8p23.1c	904	34	0.03761061946902655
B2	Type II other	4p16.1a	8p23.1d	904	33	0.03650442477876106
B2	Type II other	4p16.1a	8p23.1e	904	33	0.03650442477876106
B2	Type II other	4p16.1b	4p16.3c	978	18	0.018404907975460124
B2	Type II other	4p16.1b	5q33.2	977	74	0.07574206755373593
B2	Type II other	4p16.1b	6p21.1	981	102	0.10397553516819572
B2	Type II other	4p16.1b	8p23.1b	913	54	0.05914567360350493
B2	Type II other	4p16.1b	8p23.1c	906	52	0.05739514348785872
B2	Type II other	4p16.1b	8p23.1d	913	51	0.05585980284775466
B2	Type II other	4p16.1b	8p23.1e	913	51	0.05585980284775466
B2	Type II other	4p16.3c	5q33.2	977	73	0.07471852610030706
B2	Type II other	4p16.3c	6p21.1	973	101	0.10380267214799589
B2	Type II other	4p16.3c	8p23.1b	905	50	0.055248618784530384
B2	Type II other	4p16.3c	8p23.1c	898	48	0.053452115812917596
B2	Type II other	4p16.3c	8p23.1d	905	47	0.051933701657458566
B2	Type II other	4p16.3c	8p23.1e	905	47	0.051933701657458566
B2	Type II other	5q33.2	6p21.1	973	81	0.08324768756423433
B2	Type II other	5q33.2	8p23.1b	905	65	0.0718232044198895
B2	Type II other	5q33.2	8p23.1c	897	66	0.07357859531772576
B2	Type II other	5q33.2	8p23.1d	905	66	0.07292817679558011
B2	Type II other	5q33.2	8p23.1e	905	66	0.07292817679558011
B2	Type II other	6p21.1	8p23.1b	909	99	0.10891089108910891
B2	Type II other	6p21.1	8p23.1c	901	97	0.1076581576026637
B2	Type II other	6p21.1	8p23.1d	909	96	0.10561056105610561
B2	Type II other	6p21.1	8p23.1e	909	96	0.10561056105610561
B2	Type II other	8p23.1b	8p23.1c	906	16	0.017660044150110375
B2	Type II other	8p23.1b	8p23.1d	914	3	0.0032822757111597373
B2	Type II other	8p23.1b	8p23.1e	914	3	0.0032822757111597373
B2	Type II other	8p23.1c	8p23.1d	906	13	0.01434878587196468
B2	Type II other	8p23.1c	8p23.1e	906	13	0.01434878587196468
B2	Type II other	8p23.1d	8p23.1e	914	0	0.0
B3	Type I	10p12.1	11q23.3	1000	28	0.028
B3	Type I	10p12.1	12q13.2	999	21	0.021021021021021023
B3	Type I	10p12.1	19p12c	1000	18	0.018
B3	Type I	10p12.1	1p31.1a	1000	34	0.034
B3	Type I	10p12.1	1q22	1000	16	0.016
B3	Type I	10p12.1	1q23.3	1000	46	0.046
B3	Type I	10p12.1	21q21.1	1000	60	0.06
B3	Type I	10p12.1	22q11.21	1000	12	0.012
B3	Type I	10p12.1	3q12.3	936	209	0.2232905982905983
B3	Type I	10p12.1	3q13.2	1000	19	0.019
B3	Type I	10p12.1	3q27.2	997	19	0.01905717151454363
B3	Type I	10p12.1	5p12	999	89	0.0890890890890891
B3	Type I	10p12.1	5q33.3	1000	19	0.019
B3	Type I	10p12.1	8q11.23_new	1000	18	0.018
B3	Type I	11q23.3	12q13.2	999	33	0.03303303303303303
B3	Type I	11q23.3	19p12c	1000	30	0.03
B3	Type I	11q23.3	1p31.1a	1000	30	0.03
B3	Type I	11q23.3	1q22	1000	22	0.022
B3	Type I	11q23.3	1q23.3	1000	39	0.039
B3	Type I	11q23.3	21q21.1	1000	58	0.058
B3	Type I	11q23.3	22q11.21	1000	28	0.028
B3	Type I	11q23.3	3q12.3	936	207	0.22115384615384615
B3	Type I	11q23.3	3q13.2	1000	25	0.025
B3	Type I	11q23.3	3q27.2	997	21	0.02106318956870612
B3	Type I	11q23.3	5p12	999	82	0.08208208208208208
B3	Type I	11q23.3	5q33.3	1000	27	0.027
B3	Type I	11q23.3	8q11.23_new	1000	24	0.024
B3	Type I	12q13.2	19p12c	999	29	0.02902902902902903
B3	Type I	12q13.2	1p31.1a	999	39	0.03903903903903904
B3	Type I	12q13.2	1q22	999	21	0.021021021021021023
B3	Type I	12q13.2	1q23.3	999	50	0.05005005005005005
B3	Type I	12q13.2	21q21.1	999	62	0.062062062062062065
B3	Type I	12q13.2	22q11.21	999	23	0.023023023023023025
B3	Type I	12q13.2	3q12.3	935	211	0.22566844919786097
B3	Type I	12q13.2	3q13.2	999	28	0.028028028028028028
B3	Type I	12q13.2	3q27.2	996	28	0.028112449799196786
B3	Type I	12q13.2	5p12	998	90	0.09018036072144289
B3	Type I	12q13.2	5q33.3	999	24	0.024024024024024024
B3	Type I	12q13.2	8q11.23_new	999	25	0.025025025025025027
B3	Type I	19p12c	1p31.1a	1000	38	0.038
B3	Type I	19p12c	1q22	1000	20	0.02
B3	Type I	19p12c	1q23.3	1000	48	0.048
B3	Type I	19p12c	21q21.1	1000	62	0.062
B3	Type I	19p12c	22q11.21	1000	14	0.014
B3	Type I	19p12c	3q12.3	936	212	0.2264957264957265
B3	Type I	19p12c	3q13.2	1000	15	0.015
B3	Type I	19p12c	3q27.2	997	21	0.02106318956870612
B3	Type I	19p12c	5p12	999	93	0.09309309309309309
B3	Type I	19p12c	5q33.3	1000	21	0.021
B3	Type I	19p12c	8q11.23_new	1000	16	0.016
B3	Type I	1p31.1a	1q22	1000	30	0.03
B3	Type I	1p31.1a	1q23.3	1000	39	0.039
B3	Type I	1p31.1a	21q21.1	1000	70	0.07
B3	Type I	1p31.1a	22q11.21	1000	36	0.036
B3	Type I	1p31.1a	3q12.3	936	201	0.21474358974358973
B3	Type I	1p31.1a	3q13.2	1000	33	0.033
B3	Type I	1p31.1a	3q27.2	997	25	0.025075225677031094
B3	Type I	1p31.1a	5p12	999	76	0.07607607607607608
B3	Type I	1p31.1a	5q33.3	1000	35	0.035
B3	Type I	1p31.1a	8q11.23_new	1000	32	0.032
B3	Type I	1q22	1q23.3	1000	42	0.042
B3	Type I	1q22	21q21.1	1000	54	0.054
B3	Type I	1q22	22q11.21	1000	16	0.016
B3	Type I	1q22	3q12.3	936	203	0.2168803418803419
B3	Type I	1q22	3q13.2	1000	15	0.015
B3	Type I	1q22	3q27.2	997	15	0.015045135406218655
B3	Type I	1q22	5p12	999	86	0.08608608608608609
B3	Type I	1q22	5q33.3	1000	13	0.013
B3	Type I	1q22	8q11.23_new	1000	12	0.012
B3	Type I	1q23.3	21q21.1	1000	84	0.084
B3	Type I	1q23.3	22q11.21	1000	46	0.046
B3	Type I	1q23.3	3q12.3	936	210	0.22435897435897437
B3	Type I	1q23.3	3q13.2	1000	44	0.044
B3	Type I	1q23.3	3q27.2	997	40	0.04012036108324975
B3	Type I	1q23.3	5p12	999	96	0.0960960960960961
B3	Type I	1q23.3	5q33.3	1000	47	0.047
B3	Type I	1q23.3	8q11.23_new	1000	42	0.042
B3	Type I	21q21.1	22q11.21	1000	56	0.056
B3	Type I	21q21.1	3q12.3	936	228	0.24358974358974358
B3	Type I	21q21.1	3q13.2	1000	59	0.059
B3	Type I	21q21.1	3q27.2	997	55	0.055165496489468405
B3	Type I	21q21.1	5p12	999	119	0.11911911911911911
B3	Type I	21q21.1	5q33.3	1000	59	0.059
B3	Type I	21q21.1	8q11.23_new	1000	54	0.054
B3	Type I	22q11.21	3q12.3	936	207	0.22115384615384615
B3	Type I	22q11.21	3q13.2	1000	15	0.015
B3	Type I	22q11.21	3q27.2	997	17	0.017051153460381142
B3	Type I	22q11.21	5p12	999	87	0.08708708708708708
B3	Type I	22q11.21	5q33.3	1000	21	0.021
B3	Type I	22q11.21	8q11.23_new	1000	14	0.014
B3	Type I	3q12.3	3q13.2	936	207	0.22115384615384615
B3	Type I	3q12.3	3q27.2	933	202	0.2165058949624866
B3	Type I	3q12.3	5p12	935	230	0.24598930481283424
B3	Type I	3q12.3	5q33.3	936	208	0.2222222222222222
B3	Type I	3q12.3	8q11.23_new	936	207	0.22115384615384615
B3	Type I	3q13.2	3q27.2	997	16	0.0160481444332999
B3	Type I	3q13.2	5p12	999	89	0.0890890890890891
B3	Type I	3q13.2	5q33.3	1000	16	0.016
B3	Type I	3q13.2	8q11.23_new	1000	15	0.015
B3	Type I	3q27.2	5p12	996	83	0.08333333333333333
B3	Type I	3q27.2	5q33.3	997	20	0.020060180541624874
B3	Type I	3q27.2	8q11.23_new	997	19	0.01905717151454363
B3	Type I	5p12	5q33.3	999	90	0.09009009009009009
B3	Type I	5p12	8q11.23_new	999	86	0.08608608608608609
B3	Type I	5q33.3	8q11.23_new	1000	17	0.017
B3	Type II all	10p14	10q24.2	996	43	0.04317269076305221
B3	Type II all	10p14	11p15.4	994	190	0.19114688128772636
B3	Type II all	10p14	11q12.3	993	70	0.07049345417925479
B3	Type II all	10p14	11q22.1	1000	37	0.037
B3	Type II all	10p14	12p11.21	994	108	0.10865191146881288
B3	Type II all	10p14	12q14.1	1000	41	0.041
B3	Type II all	10p14	19p12a	1000	81	0.081
B3	Type II all	10p14	19p12b	1000	39	0.039
B3	Type II all	10p14	19q12	1000	42	0.042
B3	Type II all	10p14	19q13.12b	990	86	0.08686868686868687
B3	Type II all	10p14	1p36.21b	999	207	0.2072072072072072
B3	Type II all	10p14	1p36.21c	1000	209	0.209
B3	Type II all	10p14	3p12.3	979	194	0.19816138917262513
B3	Type II all	10p14	3q21.2	1000	63	0.063
B3	Type II all	10p14	4p16.1a	994	200	0.2012072434607646
B3	Type II all	10p14	4p16.1b	999	197	0.1971971971971972
B3	Type II all	10p14	4p16.3c	1000	198	0.198
B3	Type II all	10p14	5p13.3	1000	42	0.042
B3	Type II all	10p14	5q33.2	999	202	0.2022022022022022
B3	Type II all	10p14	6p21.1	997	196	0.19658976930792377
B3	Type II all	10p14	6p22.1	992	87	0.08770161290322581
B3	Type II all	10p14	6q14.1	1000	46	0.046
B3	Type II all	10p14	7p22.1	1000	45	0.045
B3	Type II all	10p14	8p23.1a_hg38	999	50	0.05005005005005005
B3	Type II all	10p14	8p23.1b	995	195	0.19597989949748743
B3	Type II all	10p14	8p23.1c	997	196	0.19658976930792377
B3	Type II all	10p14	8p23.1d	995	197	0.19798994974874373
B3	Type II all	10p14	8p23.1e	995	196	0.19698492462311556
B3	Type II all	10p14	Xq21.33	1000	47	0.047
B3	Type II all	10q24.2	11p15.4	991	181	0.18264379414732593
B3	Type II all	10q24.2	11q12.3	989	66	0.06673407482305359
B3	Type II all	10q24.2	11q22.1	996	21	0.02108433734939759
B3	Type II all	10q24.2	12p11.21	990	105	0.10606060606060606
B3	Type II all	10q24.2	12q14.1	996	20	0.020080321285140562
B3	Type II all	10q24.2	19p12a	996	75	0.07530120481927711
B3	Type II all	10q24.2	19p12b	996	18	0.018072289156626505
B3	Type II all	10q24.2	19q12	996	20	0.020080321285140562
B3	Type II all	10q24.2	19q13.12b	986	77	0.07809330628803246
B3	Type II all	10q24.2	1p36.21b	995	198	0.19899497487437187
B3	Type II all	10q24.2	1p36.21c	996	198	0.19879518072289157
B3	Type II all	10q24.2	3p12.3	975	189	0.19384615384615383
B3	Type II all	10q24.2	3q21.2	996	39	0.0391566265060241
B3	Type II all	10q24.2	4p16.1a	990	189	0.19090909090909092
B3	Type II all	10q24.2	4p16.1b	995	189	0.1899497487437186
B3	Type II all	10q24.2	4p16.3c	996	190	0.19076305220883535
B3	Type II all	10q24.2	5p13.3	996	22	0.02208835341365462
B3	Type II all	10q24.2	5q33.2	995	193	0.19396984924623115
B3	Type II all	10q24.2	6p21.1	993	189	0.1903323262839879
B3	Type II all	10q24.2	6p22.1	989	81	0.08190091001011122
B3	Type II all	10q24.2	6q14.1	996	25	0.025100401606425703
B3	Type II all	10q24.2	7p22.1	996	28	0.028112449799196786
B3	Type II all	10q24.2	8p23.1a_hg38	995	28	0.02814070351758794
B3	Type II all	10q24.2	8p23.1b	991	186	0.18768920282542886
B3	Type II all	10q24.2	8p23.1c	993	187	0.18831822759315206
B3	Type II all	10q24.2	8p23.1d	991	188	0.18970736629667004
B3	Type II all	10q24.2	8p23.1e	991	187	0.18869828456104945
B3	Type II all	10q24.2	Xq21.33	996	27	0.02710843373493976
B3	Type II all	11p15.4	11q12.3	987	183	0.18541033434650456
B3	Type II all	11p15.4	11q22.1	994	182	0.18309859154929578
B3	Type II all	11p15.4	12p11.21	988	208	0.21052631578947367
B3	Type II all	11p15.4	12q14.1	994	184	0.1851106639839034
B3	Type II all	11p15.4	19p12a	994	193	0.19416498993963782
B3	Type II all	11p15.4	19p12b	994	180	0.18108651911468812
B3	Type II all	11p15.4	19q12	994	180	0.18108651911468812
B3	Type II all	11p15.4	19q13.12b	984	201	0.20426829268292682
B3	Type II all	11p15.4	1p36.21b	993	95	0.09566968781470292
B3	Type II all	11p15.4	1p36.21c	994	97	0.09758551307847083
B3	Type II all	11p15.4	3p12.3	973	53	0.05447070914696814
B3	Type II all	11p15.4	3q21.2	994	194	0.19517102615694165
B3	Type II all	11p15.4	4p16.1a	991	26	0.026236125126135216
B3	Type II all	11p15.4	4p16.1b	993	29	0.02920443101711984
B3	Type II all	11p15.4	4p16.3c	994	27	0.02716297786720322
B3	Type II all	11p15.4	5p13.3	994	185	0.18611670020120724
B3	Type II all	11p15.4	5q33.2	993	67	0.06747230614300101
B3	Type II all	11p15.4	6p21.1	991	94	0.09485368314833502
B3	Type II all	11p15.4	6p22.1	987	193	0.1955420466058764
B3	Type II all	11p15.4	6q14.1	994	182	0.18309859154929578
B3	Type II all	11p15.4	7p22.1	994	190	0.19114688128772636
B3	Type II all	11p15.4	8p23.1a_hg38	993	184	0.18529707955689828
B3	Type II all	11p15.4	8p23.1b	992	21	0.021169354838709676
B3	Type II all	11p15.4	8p23.1c	994	22	0.022132796780684104
B3	Type II all	11p15.4	8p23.1d	992	23	0.023185483870967742
B3	Type II all	11p15.4	8p23.1e	992	22	0.02217741935483871
B3	Type II all	11p15.4	Xq21.33	994	186	0.18712273641851107
B3	Type II all	11q12.3	11q22.1	993	64	0.06445115810674723
B3	Type II all	11q12.3	12p11.21	987	90	0.0911854103343465
B3	Type II all	11q12.3	12q14.1	993	65	0.06545820745216516
B3	Type II all	11q12.3	19p12a	993	69	0.06948640483383686
B3	Type II all	11q12.3	19p12b	993	64	0.06445115810674723
B3	Type II all	11q12.3	19q12	993	63	0.0634441087613293
B3	Type II all	11q12.3	19q13.12b	983	73	0.07426246185147507
B3	Type II all	11q12.3	1p36.21b	992	194	0.19556451612903225
B3	Type II all	11q12.3	1p36.21c	993	196	0.1973816717019134
B3	Type II all	11q12.3	3p12.3	972	193	0.19855967078189302
B3	Type II all	11q12.3	3q21.2	993	83	0.08358509566968782
B3	Type II all	11q12.3	4p16.1a	987	190	0.19250253292806485
B3	Type II all	11q12.3	4p16.1b	992	194	0.19556451612903225
B3	Type II all	11q12.3	4p16.3c	993	193	0.19436052366565962
B3	Type II all	11q12.3	5p13.3	993	67	0.06747230614300101
B3	Type II all	11q12.3	5q33.2	992	194	0.19556451612903225
B3	Type II all	11q12.3	6p21.1	990	188	0.1898989898989899
B3	Type II all	11q12.3	6p22.1	985	69	0.0700507614213198
B3	Type II all	11q12.3	6q14.1	993	71	0.07150050352467271
B3	Type II all	11q12.3	7p22.1	993	73	0.07351460221550855
B3	Type II all	11q12.3	8p23.1a_hg38	992	72	0.07258064516129033
B3	Type II all	11q12.3	8p23.1b	988	188	0.1902834008097166
B3	Type II all	11q12.3	8p23.1c	990	189	0.19090909090909092
B3	Type II all	11q12.3	8p23.1d	988	190	0.19230769230769232
B3	Type II all	11q12.3	8p23.1e	988	189	0.19129554655870445
B3	Type II all	11q12.3	Xq21.33	993	72	0.07250755287009064
B3	Type II all	11q22.1	12p11.21	994	107	0.10764587525150905
B3	Type II all	11q22.1	12q14.1	1000	9	0.009
B3	Type II all	11q22.1	19p12a	1000	78	0.078
B3	Type II all	11q22.1	19p12b	1000	13	0.013
B3	Type II all	11q22.1	19q12	1000	11	0.011
B3	Type II all	11q22.1	19q13.12b	990	79	0.0797979797979798
B3	Type II all	11q22.1	1p36.21b	999	198	0.1981981981981982
B3	Type II all	11q22.1	1p36.21c	1000	198	0.198
B3	Type II all	11q22.1	3p12.3	979	190	0.1940755873340143
B3	Type II all	11q22.1	3q21.2	1000	34	0.034
B3	Type II all	11q22.1	4p16.1a	994	190	0.19114688128772636
B3	Type II all	11q22.1	4p16.1b	999	192	0.1921921921921922
B3	Type II all	11q22.1	4p16.3c	1000	192	0.192
B3	Type II all	11q22.1	5p13.3	1000	17	0.017
B3	Type II all	11q22.1	5q33.2	999	197	0.1971971971971972
B3	Type II all	11q22.1	6p21.1	997	191	0.19157472417251756
B3	Type II all	11q22.1	6p22.1	992	86	0.08669354838709678
B3	Type II all	11q22.1	6q14.1	1000	14	0.014
B3	Type II all	11q22.1	7p22.1	1000	17	0.017
B3	Type II all	11q22.1	8p23.1a_hg38	999	17	0.01701701701701702
B3	Type II all	11q22.1	8p23.1b	995	186	0.18693467336683417
B3	Type II all	11q22.1	8p23.1c	997	187	0.18756268806419257
B3	Type II all	11q22.1	8p23.1d	995	188	0.18894472361809045
B3	Type II all	11q22.1	8p23.1e	995	187	0.1879396984924623
B3	Type II all	11q22.1	Xq21.33	1000	22	0.022
B3	Type II all	12p11.21	12q14.1	994	105	0.1056338028169014
B3	Type II all	12p11.21	19p12a	994	96	0.096579476861167
B3	Type II all	12p11.21	19p12b	994	106	0.10663983903420524
B3	Type II all	12p11.21	19q12	994	108	0.10865191146881288
B3	Type II all	12p11.21	19q13.12b	987	106	0.10739614994934144
B3	Type II all	12p11.21	1p36.21b	993	219	0.22054380664652568
B3	Type II all	12p11.21	1p36.21c	994	222	0.22334004024144868
B3	Type II all	12p11.21	3p12.3	973	220	0.2261048304213772
B3	Type II all	12p11.21	3q21.2	994	121	0.12173038229376258
B3	Type II all	12p11.21	4p16.1a	988	214	0.2165991902834008
B3	Type II all	12p11.21	4p16.1b	993	217	0.21852970795568982
B3	Type II all	12p11.21	4p16.3c	994	217	0.21830985915492956
B3	Type II all	12p11.21	5p13.3	994	112	0.11267605633802817
B3	Type II all	12p11.21	5q33.2	993	212	0.2134944612286002
B3	Type II all	12p11.21	6p21.1	991	217	0.218970736629667
B3	Type II all	12p11.21	6p22.1	986	98	0.09939148073022312
B3	Type II all	12p11.21	6q14.1	994	108	0.10865191146881288
B3	Type II all	12p11.21	7p22.1	994	114	0.11468812877263582
B3	Type II all	12p11.21	8p23.1a_hg38	993	109	0.10976837865055387
B3	Type II all	12p11.21	8p23.1b	989	213	0.21536905965621841
B3	Type II all	12p11.21	8p23.1c	991	213	0.21493440968718466
B3	Type II all	12p11.21	8p23.1d	989	215	0.21739130434782608
B3	Type II all	12p11.21	8p23.1e	989	214	0.21638018200202225
B3	Type II all	12p11.21	Xq21.33	994	108	0.10865191146881288
B3	Type II all	12q14.1	19p12a	1000	73	0.073
B3	Type II all	12q14.1	19p12b	1000	10	0.01
B3	Type II all	12q14.1	19q12	1000	12	0.012
B3	Type II all	12q14.1	19q13.12b	990	80	0.08080808080808081
B3	Type II all	12q14.1	1p36.21b	999	202	0.2022022022022022
B3	Type II all	12q14.1	1p36.21c	1000	202	0.202
B3	Type II all	12q14.1	3p12.3	979	192	0.1961184882533197
B3	Type II all	12q14.1	3q21.2	1000	31	0.031
B3	Type II all	12q14.1	4p16.1a	994	194	0.19517102615694165
B3	Type II all	12q14.1	4p16.1b	999	194	0.1941941941941942
B3	Type II all	12q14.1	4p16.3c	1000	194	0.194
B3	Type II all	12q14.1	5p13.3	1000	16	0.016
B3	Type II all	12q14.1	5q33.2	999	197	0.1971971971971972
B3	Type II all	12q14.1	6p21.1	997	193	0.19358074222668004
B3	Type II all	12q14.1	6p22.1	992	86	0.08669354838709678
B3	Type II all	12q14.1	6q14.1	1000	14	0.014
B3	Type II all	12q14.1	7p22.1	1000	18	0.018
B3	Type II all	12q14.1	8p23.1a_hg38	999	15	0.015015015015015015
B3	Type II all	12q14.1	8p23.1b	995	189	0.1899497487437186
B3	Type II all	12q14.1	8p23.1c	997	190	0.1905717151454363
B3	Type II all	12q14.1	8p23.1d	995	191	0.19195979899497487
B3	Type II all	12q14.1	8p23.1e	995	190	0.19095477386934673
B3	Type II all	12q14.1	Xq21.33	1000	23	0.023
B3	Type II all	19p12a	19p12b	1000	77	0.077
B3	Type II all	19p12a	19q12	1000	79	0.079
B3	Type II all	19p12a	19q13.12b	990	90	0.09090909090909091
B3	Type II all	19p12a	1p36.21b	999	203	0.2032032032032032
B3	Type II all	19p12a	1p36.21c	1000	205	0.205
B3	Type II all	19p12a	3p12.3	979	204	0.2083758937691522
B3	Type II all	19p12a	3q21.2	1000	90	0.09
B3	Type II all	19p12a	4p16.1a	994	204	0.2052313883299799
B3	Type II all	19p12a	4p16.1b	999	202	0.2022022022022022
B3	Type II all	19p12a	4p16.3c	1000	204	0.204
B3	Type II all	19p12a	5p13.3	1000	83	0.083
B3	Type II all	19p12a	5q33.2	999	198	0.1981981981981982
B3	Type II all	19p12a	6p21.1	997	200	0.20060180541624875
B3	Type II all	19p12a	6p22.1	992	79	0.07963709677419355
B3	Type II all	19p12a	6q14.1	1000	83	0.083
B3	Type II all	19p12a	7p22.1	1000	86	0.086
B3	Type II all	19p12a	8p23.1a_hg38	999	82	0.08208208208208208
B3	Type II all	19p12a	8p23.1b	995	197	0.19798994974874373
B3	Type II all	19p12a	8p23.1c	997	200	0.20060180541624875
B3	Type II all	19p12a	8p23.1d	995	199	0.2
B3	Type II all	19p12a	8p23.1e	995	198	0.19899497487437187
B3	Type II all	19p12a	Xq21.33	1000	82	0.082
B3	Type II all	19p12b	19q12	1000	16	0.016
B3	Type II all	19p12b	19q13.12b	990	79	0.0797979797979798
B3	Type II all	19p12b	1p36.21b	999	198	0.1981981981981982
B3	Type II all	19p12b	1p36.21c	1000	198	0.198
B3	Type II all	19p12b	3p12.3	979	188	0.1920326864147089
B3	Type II all	19p12b	3q21.2	1000	33	0.033
B3	Type II all	19p12b	4p16.1a	994	190	0.19114688128772636
B3	Type II all	19p12b	4p16.1b	999	190	0.19019019019019018
B3	Type II all	19p12b	4p16.3c	1000	190	0.19
B3	Type II all	19p12b	5p13.3	1000	16	0.016
B3	Type II all	19p12b	5q33.2	999	195	0.19519519519519518
B3	Type II all	19p12b	6p21.1	997	191	0.19157472417251756
B3	Type II all	19p12b	6p22.1	992	84	0.0846774193548387
B3	Type II all	19p12b	6q14.1	1000	15	0.015
B3	Type II all	19p12b	7p22.1	1000	18	0.018
B3	Type II all	19p12b	8p23.1a_hg38	999	16	0.016016016016016016
B3	Type II all	19p12b	8p23.1b	995	185	0.18592964824120603
B3	Type II all	19p12b	8p23.1c	997	186	0.18655967903711135
B3	Type II all	19p12b	8p23.1d	995	187	0.1879396984924623
B3	Type II all	19p12b	8p23.1e	995	186	0.18693467336683417
B3	Type II all	19p12b	Xq21.33	1000	19	0.019
B3	Type II all	19q12	19q13.12b	990	79	0.0797979797979798
B3	Type II all	19q12	1p36.21b	999	196	0.1961961961961962
B3	Type II all	19q12	1p36.21c	1000	196	0.196
B3	Type II all	19q12	3p12.3	979	188	0.1920326864147089
B3	Type II all	19q12	3q21.2	1000	36	0.036
B3	Type II all	19q12	4p16.1a	994	188	0.1891348088531187
B3	Type II all	19q12	4p16.1b	999	190	0.19019019019019018
B3	Type II all	19q12	4p16.3c	1000	190	0.19
B3	Type II all	19q12	5p13.3	1000	20	0.02
B3	Type II all	19q12	5q33.2	999	195	0.19519519519519518
B3	Type II all	19q12	6p21.1	997	191	0.19157472417251756
B3	Type II all	19q12	6p22.1	992	87	0.08770161290322581
B3	Type II all	19q12	6q14.1	1000	15	0.015
B3	Type II all	19q12	7p22.1	1000	18	0.018
B3	Type II all	19q12	8p23.1a_hg38	999	18	0.018018018018018018
B3	Type II all	19q12	8p23.1b	995	185	0.18592964824120603
B3	Type II all	19q12	8p23.1c	997	186	0.18655967903711135
B3	Type II all	19q12	8p23.1d	995	187	0.1879396984924623
B3	Type II all	19q12	8p23.1e	995	186	0.18693467336683417
B3	Type II all	19q12	Xq21.33	1000	25	0.025
B3	Type II all	19q13.12b	1p36.21b	989	205	0.20728008088978767
B3	Type II all	19q13.12b	1p36.21c	990	208	0.2101010101010101
B3	Type II all	19q13.12b	3p12.3	973	210	0.2158273381294964
B3	Type II all	19q13.12b	3q21.2	990	99	0.1
B3	Type II all	19q13.12b	4p16.1a	984	210	0.21341463414634146
B3	Type II all	19q13.12b	4p16.1b	989	208	0.2103134479271992
B3	Type II all	19q13.12b	4p16.3c	990	207	0.20909090909090908
B3	Type II all	19q13.12b	5p13.3	990	80	0.08080808080808081
B3	Type II all	19q13.12b	5q33.2	989	205	0.20728008088978767
B3	Type II all	19q13.12b	6p21.1	987	199	0.2016210739614995
B3	Type II all	19q13.12b	6p22.1	982	89	0.09063136456211812
B3	Type II all	19q13.12b	6q14.1	990	84	0.08484848484848485
B3	Type II all	19q13.12b	7p22.1	990	87	0.08787878787878788
B3	Type II all	19q13.12b	8p23.1a_hg38	989	87	0.08796764408493428
B3	Type II all	19q13.12b	8p23.1b	985	202	0.2050761421319797
B3	Type II all	19q13.12b	8p23.1c	987	205	0.2077001013171226
B3	Type II all	19q13.12b	8p23.1d	985	204	0.20710659898477157
