region	locus	original_locus	alignment_record	ID_Full	Source_Identifier	sample	haplotype	newly_admitted	sequence_sha256
gag	1p36.21b	1p36.21b	NA19129_h2	NA19129_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19129#2#haplotype2-0000107#0:230728033-230767638	NA19129	h2	0	2072f1a801e5890d01584bc3ee40e0f7f6d2de7aabcddb410c038cc85316f52c
pro	1p36.21b	1p36.21b	NA19129_h2	NA19129_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19129#2#haplotype2-0000107#0:230728033-230767638	NA19129	h2	0	1c971ea9ff46004a4f99762b0e83dcfe1ac804674acba163db5c453ba5fc8e26
pol	1p36.21b	1p36.21b	NA19129_h2	NA19129_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19129#2#haplotype2-0000107#0:230728033-230767638	NA19129	h2	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19129_h2	NA19129_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19129#2#haplotype2-0000107#0:230728033-230767638	NA19129	h2	0	2126b60b22d500308aea4087619643d01ee05dd210a91ea9cc27bbaa868480c4
gag	1p36.21b	1p36.21b	NA19159_hap1	NA19159_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19159#1#CM099939.1:12774778-12785129	NA19159	h1	0	4760fff7555b5a2f54e549b13f016e95c365439e3912e6e2f4e2f1aec8c2ff69
pro	1p36.21b	1p36.21b	NA19159_hap1	NA19159_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19159#1#CM099939.1:12774778-12785129	NA19159	h1	0	27fc989f02e25bdc6dbf45878c63ddc776561b4b90b06d39ab38608f4cb59e89
pol	1p36.21b	1p36.21b	NA19159_hap1	NA19159_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19159#1#CM099939.1:12774778-12785129	NA19159	h1	0	7dbb36d7570fb0f92ccaaec244a74e73b94080928139ab73c31a1a221ec0f4db
env	1p36.21b	1p36.21b	NA19159_hap1	NA19159_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19159#1#CM099939.1:12774778-12785129	NA19159	h1	0	29495c1f2654f50071fbc4875016e5899e4dad3c528565327763475f9f0b6262
gag	1p36.21b	1p36.21b	NA19185_hap1	NA19185_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#1#CM087719.1:12639055-12649406	NA19185	h1	0	73293081de9edca5e59a581bbb721514dac0746e2e77cfaf0122d755057038f0
pro	1p36.21b	1p36.21b	NA19185_hap1	NA19185_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#1#CM087719.1:12639055-12649406	NA19185	h1	0	dfc754d875aa980ea02591961563f86ce2f1dc494b745c2348b3440884de13f6
pol	1p36.21b	1p36.21b	NA19185_hap1	NA19185_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#1#CM087719.1:12639055-12649406	NA19185	h1	0	c40b90544d5b4e007d5087fb9ff5bc2851c39a57d5ebcb0a906f5eea08e1ef54
env	1p36.21b	1p36.21b	NA19185_hap1	NA19185_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#1#CM087719.1:12639055-12649406	NA19185	h1	0	fbbd04577d4888bbf51ec887d6818ffb63f526b68a0031e8ca4adfe2d2414ffb
gag	1p36.21b	1p36.21b	NA19185_hap2	NA19185_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#2#CM087736.1:12652915-12663266	NA19185	h2	0	3a6afbe1dfbc441cb9576f2507d25bf5c44f5fa4721004ae315236c523ae842c
pro	1p36.21b	1p36.21b	NA19185_hap2	NA19185_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#2#CM087736.1:12652915-12663266	NA19185	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19185_hap2	NA19185_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#2#CM087736.1:12652915-12663266	NA19185	h2	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19185_hap2	NA19185_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19185#2#CM087736.1:12652915-12663266	NA19185	h2	0	2126b60b22d500308aea4087619643d01ee05dd210a91ea9cc27bbaa868480c4
gag	1p36.21b	1p36.21b	NA19238_h1	NA19238_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19238#1#haplotype1-0000012#0:118627453-118667075	NA19238	h1	0	4760fff7555b5a2f54e549b13f016e95c365439e3912e6e2f4e2f1aec8c2ff69
pro	1p36.21b	1p36.21b	NA19238_h1	NA19238_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19238#1#haplotype1-0000012#0:118627453-118667075	NA19238	h1	0	27fc989f02e25bdc6dbf45878c63ddc776561b4b90b06d39ab38608f4cb59e89
pol	1p36.21b	1p36.21b	NA19238_h1	NA19238_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19238#1#haplotype1-0000012#0:118627453-118667075	NA19238	h1	0	7dbb36d7570fb0f92ccaaec244a74e73b94080928139ab73c31a1a221ec0f4db
env	1p36.21b	1p36.21b	NA19238_h1	NA19238_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19238#1#haplotype1-0000012#0:118627453-118667075	NA19238	h1	0	29495c1f2654f50071fbc4875016e5899e4dad3c528565327763475f9f0b6262
gag	1p36.21b	1p36.21b	NA19317_h1	NA19317_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19317#1#haplotype1-0000011#0:10840283-10879868	NA19317	h1	0	3a6afbe1dfbc441cb9576f2507d25bf5c44f5fa4721004ae315236c523ae842c
pro	1p36.21b	1p36.21b	NA19317_h1	NA19317_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19317#1#haplotype1-0000011#0:10840283-10879868	NA19317	h1	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19317_h1	NA19317_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19317#1#haplotype1-0000011#0:10840283-10879868	NA19317	h1	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19317_h1	NA19317_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19317#1#haplotype1-0000011#0:10840283-10879868	NA19317	h1	0	2126b60b22d500308aea4087619643d01ee05dd210a91ea9cc27bbaa868480c4
gag	1p36.21b	1p36.21b	NA19347_h1	NA19347_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19347#1#haplotype1-0000002#0:12646711-12686308	NA19347	h1	0	3a6afbe1dfbc441cb9576f2507d25bf5c44f5fa4721004ae315236c523ae842c
pro	1p36.21b	1p36.21b	NA19347_h1	NA19347_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19347#1#haplotype1-0000002#0:12646711-12686308	NA19347	h1	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19347_h1	NA19347_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19347#1#haplotype1-0000002#0:12646711-12686308	NA19347	h1	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19347_h1	NA19347_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19347#1#haplotype1-0000002#0:12646711-12686308	NA19347	h1	0	29495c1f2654f50071fbc4875016e5899e4dad3c528565327763475f9f0b6262
gag	1p36.21b	1p36.21b	NA19650_h1	NA19650_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#1#haplotype1-0000013#0:234752899-234792491	NA19650	h1	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA19650_h1	NA19650_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#1#haplotype1-0000013#0:234752899-234792491	NA19650	h1	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19650_h1	NA19650_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#1#haplotype1-0000013#0:234752899-234792491	NA19650	h1	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19650_h1	NA19650_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#1#haplotype1-0000013#0:234752899-234792491	NA19650	h1	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA19650_h2	NA19650_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#2#haplotype2-0000079#0:232043744-232083329	NA19650	h2	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA19650_h2	NA19650_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#2#haplotype2-0000079#0:232043744-232083329	NA19650	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19650_h2	NA19650_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#2#haplotype2-0000079#0:232043744-232083329	NA19650	h2	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19650_h2	NA19650_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#2#haplotype2-0000079#0:232043744-232083329	NA19650	h2	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA19705_h2	NA19705_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19705#2#haplotype2-0000089#0:12649778-12689380	NA19705	h2	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA19705_h2	NA19705_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19705#2#haplotype2-0000089#0:12649778-12689380	NA19705	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19705_h2	NA19705_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19705#2#haplotype2-0000089#0:12649778-12689380	NA19705	h2	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19705_h2	NA19705_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19705#2#haplotype2-0000089#0:12649778-12689380	NA19705	h2	0	f1a6a3e3796e8d76a7a8414a36a4cbf0c357ffc46c4c3f2802a345949c1e02a1
gag	1p36.21b	1p36.21b	NA19776_hap1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#1#CM094007.1:12659975-12670326	NA19776	h1	0	18cc16efbeffaeb2d57d969089e6d0ca2839749e1586589568e097248b4335b1
pro	1p36.21b	1p36.21b	NA19776_hap1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#1#CM094007.1:12659975-12670326	NA19776	h1	0	e0a019ad1d1aa139aa7ba78fd816b107552164c5084ff234684b6e961427b137
pol	1p36.21b	1p36.21b	NA19776_hap1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#1#CM094007.1:12659975-12670326	NA19776	h1	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19776_hap1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#1#CM094007.1:12659975-12670326	NA19776	h1	0	2126b60b22d500308aea4087619643d01ee05dd210a91ea9cc27bbaa868480c4
gag	1p36.21b	1p36.21b	NA19776_hap2	NA19776_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#2#CM094044.1:12966800-12977151	NA19776	h2	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA19776_hap2	NA19776_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#2#CM094044.1:12966800-12977151	NA19776	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19776_hap2	NA19776_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#2#CM094044.1:12966800-12977151	NA19776	h2	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19776_hap2	NA19776_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19776#2#CM094044.1:12966800-12977151	NA19776	h2	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA19835_hap2	NA19835_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19835#2#CM094032.1:12622139-12632490	NA19835	h2	0	5a88cf1c43ec205aa2cf919f565010faab657f8da1f91ade70a3a3948200c6a5
pro	1p36.21b	1p36.21b	NA19835_hap2	NA19835_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19835#2#CM094032.1:12622139-12632490	NA19835	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19835_hap2	NA19835_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19835#2#CM094032.1:12622139-12632490	NA19835	h2	0	a60bcc74dcff1e3c822e5046e656f861c3d202f6a098107f7a08418a0a3cf83b
env	1p36.21b	1p36.21b	NA19835_hap2	NA19835_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19835#2#CM094032.1:12622139-12632490	NA19835	h2	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA19836_h1	NA19836_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#1#haplotype1-0000035#0:229391552-229431140	NA19836	h1	0	5a88cf1c43ec205aa2cf919f565010faab657f8da1f91ade70a3a3948200c6a5
pro	1p36.21b	1p36.21b	NA19836_h1	NA19836_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#1#haplotype1-0000035#0:229391552-229431140	NA19836	h1	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19836_h1	NA19836_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#1#haplotype1-0000035#0:229391552-229431140	NA19836	h1	0	a60bcc74dcff1e3c822e5046e656f861c3d202f6a098107f7a08418a0a3cf83b
env	1p36.21b	1p36.21b	NA19836_h1	NA19836_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#1#haplotype1-0000035#0:229391552-229431140	NA19836	h1	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA19836_h2	NA19836_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#2#haplotype2-0000142#0:12711597-12751190	NA19836	h2	0	9df32314ff2268907e6f4fb97a7a860aaf873cc06b213510fcafb577ea9b74ed
pro	1p36.21b	1p36.21b	NA19836_h2	NA19836_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#2#haplotype2-0000142#0:12711597-12751190	NA19836	h2	0	3a9296e621f6cf510424b65c2615f0dc93447d43dab53060b60eed1346dbfc2b
pol	1p36.21b	1p36.21b	NA19836_h2	NA19836_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#2#haplotype2-0000142#0:12711597-12751190	NA19836	h2	0	a60bcc74dcff1e3c822e5046e656f861c3d202f6a098107f7a08418a0a3cf83b
env	1p36.21b	1p36.21b	NA19836_h2	NA19836_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#2#haplotype2-0000142#0:12711597-12751190	NA19836	h2	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA19909_hap2	NA19909_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19909#2#CM094132.1:12637513-12647864	NA19909	h2	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA19909_hap2	NA19909_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19909#2#CM094132.1:12637513-12647864	NA19909	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA19909_hap2	NA19909_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19909#2#CM094132.1:12637513-12647864	NA19909	h2	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19909_hap2	NA19909_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA19909#2#CM094132.1:12637513-12647864	NA19909	h2	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA19983_h1	NA19983_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19983#1#haplotype1-0000019#0:242543437-242583065	NA19983	h1	0	491abab977c1ff82b328f06bafa447a99c333a69034c336062718da2f6d5721c
pro	1p36.21b	1p36.21b	NA19983_h1	NA19983_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19983#1#haplotype1-0000019#0:242543437-242583065	NA19983	h1	0	d7dd88d33437ca8a9a525aafb454838c77ea2dd54c901423a71896bdeb0bb3b4
pol	1p36.21b	1p36.21b	NA19983_h1	NA19983_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19983#1#haplotype1-0000019#0:242543437-242583065	NA19983	h1	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA19983_h1	NA19983_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA19983#1#haplotype1-0000019#0:242543437-242583065	NA19983	h1	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA20129_mat	NA20129_mat_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20129#2#CM092117.1:12724651-12735002	NA20129	mat	0	f601773696ee8b65cf868116515cc3c84c642c0d692429f45adf112bcfec65a8
pro	1p36.21b	1p36.21b	NA20129_mat	NA20129_mat_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20129#2#CM092117.1:12724651-12735002	NA20129	mat	0	448454b29ce1c495e4157e9375930bd49db327a4b2ada966d3664c63f9946740
pol	1p36.21b	1p36.21b	NA20129_mat	NA20129_mat_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20129#2#CM092117.1:12724651-12735002	NA20129	mat	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA20129_mat	NA20129_mat_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20129#2#CM092117.1:12724651-12735002	NA20129	mat	0	2126b60b22d500308aea4087619643d01ee05dd210a91ea9cc27bbaa868480c4
gag	1p36.21b	1p36.21b	NA20355_h1	NA20355_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#1#haplotype1-0000016#0:12647489-12687078	NA20355	h1	0	ea48317440c160102ede26ae8808c4e10c1092a3507641a911f78f0a8820944e
pro	1p36.21b	1p36.21b	NA20355_h1	NA20355_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#1#haplotype1-0000016#0:12647489-12687078	NA20355	h1	0	d05a0783908898bcabcc6cd3a6003d0d2961d0c3d3fadc70ca3e1f152d192a4a
pol	1p36.21b	1p36.21b	NA20355_h1	NA20355_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#1#haplotype1-0000016#0:12647489-12687078	NA20355	h1	0	ee56c87eaecb36d67ea8f0892ada745a9dfc18e2d577d6342d4ce0d4eccb70c4
env	1p36.21b	1p36.21b	NA20355_h1	NA20355_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#1#haplotype1-0000016#0:12647489-12687078	NA20355	h1	0	96c1ac4f437629f5112213f56ed667974e912b673623b5b3f34d50ace40eefd5
gag	1p36.21b	1p36.21b	NA20355_h2	NA20355_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#2#haplotype2-0000173#0:12685785-12725397	NA20355	h2	0	3a6afbe1dfbc441cb9576f2507d25bf5c44f5fa4721004ae315236c523ae842c
pro	1p36.21b	1p36.21b	NA20355_h2	NA20355_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#2#haplotype2-0000173#0:12685785-12725397	NA20355	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA20355_h2	NA20355_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#2#haplotype2-0000173#0:12685785-12725397	NA20355	h2	0	06f21dc1b1a506ea03ef399d38299e6c6986e7ad99739726d720957c53b3e806
env	1p36.21b	1p36.21b	NA20355_h2	NA20355_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#2#haplotype2-0000173#0:12685785-12725397	NA20355	h2	0	40ccab115ad7c16c648ed8add12f01e873f88c1ba6fc4fb8a87d63537ae548ee
gag	1p36.21b	1p36.21b	NA20503_hap1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#1#CM102455.1:12589293-12599644	NA20503	h1	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA20503_hap1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#1#CM102455.1:12589293-12599644	NA20503	h1	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA20503_hap1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#1#CM102455.1:12589293-12599644	NA20503	h1	0	52817397c7a0df746ba89a40d9dc4b2a06ba2edaa188295c742b4d837a7c09c7
env	1p36.21b	1p36.21b	NA20503_hap1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#1#CM102455.1:12589293-12599644	NA20503	h1	0	0167077dd6cc4a5289d3ac680db457758bf8694f66d8ab5264e5133b87d35995
gag	1p36.21b	1p36.21b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#2#CM102472.1:12487350-12497701	NA20503	h2	0	d15f0d00fbd1fb2b5cbf1a43cbc37463decab9546957549cf59f6e60086680aa
pro	1p36.21b	1p36.21b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#2#CM102472.1:12487350-12497701	NA20503	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#2#CM102472.1:12487350-12497701	NA20503	h2	0	48c0fc49c26d95f905ef4c39b9f8f68ce1058c75e5cb73004722990b5a3389d3
env	1p36.21b	1p36.21b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20503#2#CM102472.1:12487350-12497701	NA20503	h2	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA20509_h1	NA20509_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#1#haplotype1-0000025#0:12642438-12682045	NA20509	h1	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA20509_h1	NA20509_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#1#haplotype1-0000025#0:12642438-12682045	NA20509	h1	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA20509_h1	NA20509_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#1#haplotype1-0000025#0:12642438-12682045	NA20509	h1	0	582573c2d579ef96fdb4c0aec76076ac4fc429da3eb17683ccef9772cba66f49
env	1p36.21b	1p36.21b	NA20509_h1	NA20509_h1_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#1#haplotype1-0000025#0:12642438-12682045	NA20509	h1	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA20509_h2	NA20509_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#2#haplotype2-0000080#0:12658972-12698557	NA20509	h2	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
pro	1p36.21b	1p36.21b	NA20509_h2	NA20509_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#2#haplotype2-0000080#0:12658972-12698557	NA20509	h2	0	d5ddcb38ff5e35cc1b82f8dae7a9cedfc4f7937752c417cc1350073cecbf41ec
pol	1p36.21b	1p36.21b	NA20509_h2	NA20509_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#2#haplotype2-0000080#0:12658972-12698557	NA20509	h2	0	a60bcc74dcff1e3c822e5046e656f861c3d202f6a098107f7a08418a0a3cf83b
env	1p36.21b	1p36.21b	NA20509_h2	NA20509_h2_HML-2_1p36.21b_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#2#haplotype2-0000080#0:12658972-12698557	NA20509	h2	0	be32e28886965af48fd42a0aeeb565b9a723ba046b53c054fd88bff4ca76018f
gag	1p36.21b	1p36.21b	NA20762_hap1	NA20762_hap1_hprc_r2_v1.0.1_HML-2_1p36.21b	NA20762#1#CM102509.1:12702728-12713079	NA20762	h1	0	45c2fedea3b163a61d19663ccc3fbc5535d4c75d0697c87e80e2deae80a7b65e
